0.0	0.0	0.0
0.0	0.5	0.0
0.0	1.0	0.0
0.0	1.5	0.0
0.0	2.0	0.0
0.0	2.5	0.0
0.0	3.0	0.0
0.0	3.5	0.0
0.0	4.0	0.0
0.0	4.5	0.0
0.0	5.0	0.0
0.0	5.5	0.0
0.0	6.0	0.0
0.0	6.5	0.0
0.0	7.0	0.0
0.0	7.5	0.0
0.0	8.0	0.0
0.0	8.5	0.0
0.0	9.0	0.0
0.0	9.5	0.0
0.0	10.0	0.0

0.5	0.0	0.0
0.5	0.5	-46.14905102023195
0.5	1.0	-47.32128684371942
0.5	1.5	-48.493522667206896
0.5	2.0	-49.66575849069437
0.5	2.5	-50.83799431418184
0.5	3.0	-52.01023013766932
0.5	3.5	-53.18246596115679
0.5	4.0	-25.600812951926397
0.5	4.5	-29.53416996374752
0.5	5.0	-33.467526975568646
0.5	5.5	-37.40088398738977
0.5	6.0	-41.3342409992109
0.5	6.5	-45.26759801103202
0.5	7.0	-49.200955022853144
0.5	7.5	-53.13431203467427
0.5	8.0	-57.06766904649539
0.5	8.5	-61.00102605831652
0.5	9.0	7.8829938070604975
0.5	9.5	7.882993807110971
0.5	10.0	7.882993807161444

1.0	0.0	0.0
1.0	0.5	-33.12398304808242
1.0	1.0	-34.2962188715699
1.0	1.5	-35.468454695057375
1.0	2.0	-36.640690518544844
1.0	2.5	-37.81292634203231
1.0	3.0	-38.98516216551979
1.0	3.5	-40.157397989007265
1.0	4.0	-19.73476980926426
1.0	4.5	-23.668126821085384
1.0	5.0	-27.601483832906506
1.0	5.5	-31.534840844727633
1.0	6.0	-35.46819785654876
1.0	6.5	-39.401554868369885
1.0	7.0	-43.33491188019101
1.0	7.5	-47.26826889201213
1.0	8.0	-51.20162590383325
1.0	8.5	-55.13498291565438
1.0	9.0	-9.353620521275584
1.0	9.5	-9.353620521225114
1.0	10.0	-9.353620521174644

1.5	0.0	0.0
1.5	0.5	-20.098915075932908
1.5	1.0	-21.271150899420377
1.5	1.5	-22.443386722907853
1.5	2.0	-23.615622546395322
1.5	2.5	-24.787858369882798
1.5	3.0	-25.960094193370267
1.5	3.5	-27.132330016857743
1.5	4.0	-13.868726666602127
1.5	4.5	-17.802083678423248
1.5	5.0	-21.73544069024437
1.5	5.5	-25.668797702065493
1.5	6.0	-29.60215471388662
1.5	6.5	-33.53551172570775
1.5	7.0	-37.46886873752887
1.5	7.5	-41.402225749349995
1.5	8.0	-45.33558276117112
1.5	8.5	-49.26893977299225
1.5	9.0	-26.590234849611665
1.5	9.5	-26.59023484956119
1.5	10.0	-26.590234849510725

2.0	0.0	0.0
2.0	0.5	-7.073847103783379
2.0	1.0	-8.246082927270848
2.0	1.5	-9.418318750758324
2.0	2.0	-10.590554574245793
2.0	2.5	-11.76279039773327
2.0	3.0	-12.935026221220738
2.0	3.5	-14.107262044708214
2.0	4.0	-8.002683523939991
2.0	4.5	-11.936040535761114
2.0	5.0	-15.869397547582237
2.0	5.5	-19.802754559403358
2.0	6.0	-23.736111571224487
2.0	6.5	-27.66946858304561
2.0	7.0	-31.602825594866733
2.0	7.5	-35.53618260668786
2.0	8.0	-39.46953961850898
2.0	8.5	-43.40289663033011
2.0	9.0	-43.82684917794775
2.0	9.5	-43.82684917789729
2.0	10.0	-43.82684917784681

2.5	0.0	0.0
2.5	0.5	5.95122086836615
2.5	1.0	4.778985044878681
2.5	1.5	3.6067492213912047
2.5	2.0	2.4345133979037357
2.5	2.5	1.2622775744162595
2.5	3.0	0.09004175092879052
2.5	3.5	-1.0821940725586856
2.5	4.0	-2.136640381277855
2.5	4.5	-6.069997393098977
2.5	5.0	-10.0033544049201
2.5	5.5	-13.936711416741224
2.5	6.0	-17.87006842856235
2.5	6.5	-21.803425440383474
2.5	7.0	-25.736782452204597
2.5	7.5	-29.67013946402572
2.5	8.0	-33.603496475846846
2.5	8.5	-37.536853487667976
2.5	9.0	-61.06346350628384
2.5	9.5	-61.063463506233376
2.5	10.0	-61.06346350618289

3.0	0.0	0.0
3.0	0.5	18.97628884051567
3.0	1.0	17.80405301702819
3.0	1.5	16.63181719354072
3.0	2.0	15.459581370053252
3.0	2.5	14.287345546565781
3.0	3.0	13.115109723078296
3.0	3.5	11.942873899590827
3.0	4.0	3.729402761384281
3.0	4.5	-0.20395425043684176
3.0	5.0	-4.137311262257964
3.0	5.5	-8.070668274079088
3.0	6.0	-12.004025285900218
3.0	6.5	-15.937382297721342
3.0	7.0	-19.87073930954246
3.0	7.5	-23.804096321363584
3.0	8.0	-27.737453333184707
3.0	8.5	-31.670810345005837
3.0	9.0	-78.30007783461991
3.0	9.5	-78.30007783456945
3.0	10.0	-78.30007783451897

3.5	0.0	0.0
3.5	0.5	32.0013568126652
3.5	1.0	30.829120989177717
3.5	1.5	29.65688516569025
3.5	2.0	28.48464934220278
3.5	2.5	27.31241351871531
3.5	3.0	26.140177695227827
3.5	3.5	24.967941871740358
3.5	4.0	9.595445904046416
3.5	4.5	5.662088892225295
3.5	5.0	1.7287318804041714
3.5	5.5	-2.2046251314169516
3.5	6.0	-6.137982143238081
3.5	6.5	-10.071339155059205
3.5	7.0	-14.004696166880327
3.5	7.5	-17.93805317870145
3.5	8.0	-21.87141019052257
3.5	8.5	-25.804767202343697
3.5	9.0	-95.536692162956
3.5	9.5	-95.53669216290554
3.5	10.0	-95.53669216285506

4.0	0.0	0.0
4.0	0.5	45.02642478481473
4.0	1.0	43.854188961327246
4.0	1.5	42.68195313783978
4.0	2.0	41.50971731435231
4.0	2.5	40.33748149086484
4.0	3.0	39.165245667377356
4.0	3.5	37.99300984388989
4.0	4.0	15.461489046708552
4.0	4.5	11.52813203488743
4.0	5.0	7.594775023066307
4.0	5.5	3.661418011245184
4.0	6.0	-0.27193900057594556
4.0	6.5	-4.205296012397068
4.0	7.0	-8.138653024218192
4.0	7.5	-12.072010036039314
4.0	8.0	-16.005367047860435
4.0	8.5	-19.938724059681565
4.0	9.0	-112.77330649129209
4.0	9.5	-112.77330649124161
4.0	10.0	-112.77330649119114

4.5	0.0	0.0
4.5	0.5	0.0
4.5	1.0	0.0
4.5	1.5	0.0
4.5	2.0	0.0
4.5	2.5	0.0
4.5	3.0	0.0
4.5	3.5	0.0
4.5	4.0	0.0
4.5	4.5	0.0
4.5	5.0	0.0
4.5	5.5	0.0
4.5	6.0	0.0
4.5	6.5	0.0
4.5	7.0	0.0
4.5	7.5	0.0
4.5	8.0	0.0
4.5	8.5	0.0
